TARGETID,Redrock_z,VI_Z,VI_QUALITY,Redrock_spectype,VI_CLASS,all_VI_issues,all_VI_comments,merger_comment,N_VI,HPXPIXEL,SURVEY,PROGRAM,TSNR2_LYA,TSNR2_QSO,DELTACHI2,ZWARN,ZERR,TARGET_RA,TARGET_DEC,FIBER,FLUX_G,FLUX_R,FLUX_Z,FIBERFLUX_G,FIBERFLUX_R,FIBERFLUX_Z,EBV,TILEID
39627640553871919,2.0183,2.0183,4.0,QSO,QSO,,Lya and CIV emissions seem too narrow for a QSO QSO,Lyman alpha emitter,2,17682,sv1,dark,295.560546875,161.04689025878906,60.13496453687549,0,0.0004376091543232805,35.83188084185143,-5.96389922729447,508,0.38713569999999997,0.40508553,0.65779907,0.30090964,0.31486149999999996,0.5112886,0.027444731,80606
39627640553873264,2.3575,2.3559,4.0,QSO,QSO,,,none,2,17682,sv1,dark,240.59075927734375,157.0223846435547,,,,,,,,,,,,,,
39627640553873706,1.0552,1.0552,4.0,GALAXY,GALAXY,,,[OII] doublet is resolved,2,17682,sv1,dark,282.2727355957031,172.89727783203125,,,,,,,,,,,,,,
39627640553873969,0.8363,0.8363,4.0,GALAXY,GALAXY,,,none,2,17682,sv1,dark,250.80783081054688,163.86325073242188,,,,,,,,,,,,,,
39627640558060466,1.0486,1.04855,3.0,GALAXY,GALAXY,S,weird B flux,none,2,17682,sv1,dark,495.6200256347656,313.2575378417969,,,,,,,,,,,,,,
39627640558060499,0.2408,0.2408,4.0,GALAXY,GALAXY,,,none,2,17682,sv1,dark,270.3870544433594,170.3392333984375,,,,,,,,,,,,,,
39627640558061285,0.2319,0.2319,4.0,GALAXY,GALAXY,,,none,2,17682,sv1,dark,254.25628662109375,158.35768127441406,,,,,,,,,,,,,,
39627640558064291,0.9614,0.9614,4.0,GALAXY,GALAXY,,,none,2,17682,sv1,dark,442.8409118652344,175.37615966796875,,,,,,,,,,,,,,
39627640558066637,1.6306,0.0,2.0,GALAXY,STAR,,,Some weak absorption features identified which would indicate a star but no strong features,2,17682,sv1,dark,446.1003112792969,178.27346801757812,,,,,,,,,,,,,,
39627640558066663,1.2387,0.9559,1.0,GALAXY,GALAXY,,,No clear lines,2,17682,sv1,dark,613.4234008789062,194.25885009765625,,,,,,,,,,,,,,
39627640562254274,0.4981,0.4981,4.0,GALAXY,GALAXY,,,none,2,17682,sv1,dark,456.3468017578125,175.59580993652344,,,,,,,,,,,,,,
39627640562255495,1.1983,1.1976,4.0,QSO,QSO,,,none,2,17682,sv1,dark,619.6236572265625,192.03933715820312,,,,,,,,,,,,,,
39627640562255862,2.9119,2.9119,4.0,QSO,QSO,,,none,2,17682,sv1,dark,646.264892578125,198.07305908203125,,,,,,,,,,,,,,
39627640562255962,1.1802,1.1802,4.0,GALAXY,GALAXY,,,none,2,17682,sv1,dark,390.58074951171875,162.1768798828125,61.65888070315122,0,0.00016724923336880706,36.22043917928261,-5.944799482855811,246,0.1441831,0.65803075,4.547937,0.054721445,0.24974075,1.7260669999999998,0.029151062000000002,80605
39627640562258216,1.2729,1.2728,4.0,QSO,QSO,,,none,2,17682,sv1,dark,608.0896606445312,185.7864990234375,,,,,,,,,,,,,,
39627640562258485,-0.0004,-0.0004,4.0,STAR,STAR,,,none,2,17682,sv1,dark,421.9786071777344,169.61041259765625,,,,,,,,,,,,,,
39627640562258909,0.2313,0.2313,4.0,GALAXY,GALAXY,,,none,2,17682,sv1,dark,433.18743896484375,176.60653686523438,,,,,,,,,,,,,,
39627640562261074,0.9213,1.5809,3.0,GALAXY,GALAXY,,,One strong emission line which is resolved: [OII]. Noise spikes around line but the line is strong enough to be confident.,2,17682,sv1,dark,370.379638671875,155.7794189453125,,,,,,,,,,,,,,
39627640566448343,1.6011,1.60105,3.5,GALAXY,GALAXY,,,none,2,17682,sv1,dark,433.36431884765625,173.0656280517578,,,,,,,,,,,,,,
39627640566448566,0.9452,0.9452,4.0,QSO,QSO,,,none,2,17682,sv1,dark,434.0224914550781,156.6244659423828,268.87827482819563,0,0.00014052048686975362,36.41392727919117,-5.971387323314991,171,1.2368551,1.5869094,2.8591509999999998,0.96000254,1.2317021000000001,2.2191702999999996,0.030250395,80606
39627640566449074,1.5427,1.5427,0.5,GALAXY,GALAXY,,Likely sky residuals fake doublet from strong skyline residuals,none,2,17680,sv1,dark,451.55474853515625,155.55650329589844,33.418410897254944,0,4.824555538844427e-05,36.4314263553308,-6.095408948091918,485,0.3786083,0.50450647,1.0178066,0.09318551,0.124172375,0.25050914,0.033359434,80606
39627640566449409,0.9752,0.97495,3.0,QSO,QSO,C,Mg II suggests QSO,none,2,17682,sv1,dark,446.1027526855469,176.2344512939453,,,,,,,,,,,,,,
39627640566450418,0.0002,0.00025,4.0,STAR,STAR,,Two objects in spectrum,none,2,17683,sv1,dark,465.2462158203125,182.41265869140625,,,,,,,,,,,,,,
39627640566450478,2.5301,2.5463,4.0,QSO,QSO,R,,Strong emission and absorption lines from this clear quasar,2,17682,sv1,dark,453.5460205078125,180.33355712890625,,,,,,,,,,,,,,
39627640566451869,1.8997,1.901,4.0,QSO,QSO,,,none,2,17680,sv1,dark,446.2971496582031,175.28652954101562,,,,,,,,,,,,,,
39627640566452561,1.7677,1.7676,4.0,QSO,QSO,,,none,2,17683,sv1,dark,907.198486328125,343.4631652832031,,,,,,,,,,,,,,
39627640566452866,1.6059,1.6059,1.5,GALAXY,GALAXY,,OII doublet on strong skyline residuals,none,2,17680,sv1,dark,1139.967529296875,361.72906494140625,26.27012687921524,0,5.5176329796467894e-05,36.56442542585619,-6.056231616506479,490,0.34143806,0.42899433,0.55167955,0.23857328,0.29975155,0.3854755,0.033919673,80606
39627640566453031,0.5581,0.7811,2.5,GALAXY,GALAXY,,,Weak emission lines ([OIII] and HeII) suggest this redshift but there are many noise spikes,2,17683,sv1,dark,444.3778076171875,178.26702880859375,,,,,,,,,,,,,,
39627640566453568,1.3484,1.4980000000000002,2.0,GALAXY,GALAXY,,noisy O II,Potential [OII] but many noise spikes around this medium strength line,2,17683,sv1,dark,458.08380126953125,183.400146484375,,,,,,,,,,,,,,
39627640566454050,0.7529,0.7529,4.0,GALAXY,GALAXY,,,none,2,17683,sv1,dark,483.8704528808594,189.4992218017578,,,,,,,,,,,,,,
39627640566454151,0.6014,0.6014,4.0,GALAXY,GALAXY,,,none,2,17680,sv1,dark,619.0183715820312,191.94171142578125,,,,,,,,,,,,,,
39627640566454233,0.7193,0.7193,4.0,QSO,QSO,,,none,2,17681,sv1,dark,450.7352294921875,179.68270874023438,,,,,,,,,,,,,,
39627640570642545,1.3401,0.82055,3.5,GALAXY,QSO,CR,Mg II suggests QSO,none,2,17681,sv1,dark,402.608154296875,169.71160888671875,,,,,,,,,,,,,,
39627640570642803,2.2451,2.2447,4.0,QSO,QSO,,,none,2,17681,sv1,dark,633.08349609375,196.105224609375,,,,,,,,,,,,,,
39627640570642879,0.3393,0.3393,4.0,GALAXY,GALAXY,,,none,2,17681,sv1,dark,684.7113647460938,209.40203857421875,,,,,,,,,,,,,,
39627640570643775,0.7933,0.7933,4.0,GALAXY,GALAXY,,,none,2,17681,sv1,dark,637.860107421875,195.25210571289062,,,,,,,,,,,,,,
39627640570645357,0.293,0.293,4.0,GALAXY,QSO,C,,Many emission lines detected even though a faint source: strong [OIII] suggests an AGN hence the QSO spec-type flag,2,17681,sv1,dark,596.7984008789062,190.0990447998047,,,,,,,,,,,,,,
39627640570647275,1.3763,1.37635,3.5,GALAXY,GALAXY,,maybe z=1.04,none,2,17681,sv1,dark,618.4146118164062,188.61984252929688,,,,,,,,,,,,,,
39627640570648074,0.5862,1.5428,2.5,GALAXY,GALAXY,,,[OII] identified and slightly resolved but around noise spikes,2,17681,sv1,dark,1210.5999755859375,370.78692626953125,,,,,,,,,,,,,,
39627640570648518,0.0003,0.0003,4.0,STAR,STAR,,,none,2,17681,sv1,dark,620.5882568359375,189.51446533203125,,,,,,,,,,,,,,
39627640570649035,0.9271,0.0008,2.0,GALAXY,STAR,CR,,No strong lines possibly a star,2,17681,sv1,dark,1160.358154296875,356.3328857421875,,,,,,,,,,,,,,
39627640574837020,0.2344,0.2344,4.0,GALAXY,GALAXY,,,Beautiful absorption-line galaxy,2,17681,sv1,dark,572.131591796875,180.58734130859375,,,,,,,,,,,,,,
39627640574842691,0.5476,0.5476,1.0,GALAXY,GALAXY,S,imperfect splicing,No strong lines and blue-end calibration issue,2,17681,sv1,dark,788.75634765625,195.03372192382812,,,,,,,,,,,,,,
39627640574843764,1.6306,1.62775,4.0,QSO,QSO,R,imperfect splicing,none,2,17681,sv1,dark,823.4271240234375,207.22567749023438,,,,,,,,,,,,,,
39627640574845110,0.0001,0.0001,4.0,STAR,STAR,,,none,2,17681,sv1,dark,782.177490234375,202.95652770996094,,,,,,,,,,,,,,
39627640574846009,0.5811,0.5802,1.5,GALAXY,GALAXY,,,none,2,17681,sv1,dark,777.0980834960938,191.548828125,,,,,,,,,,,,,,
39627640579037537,1.7457,1.74585,4.0,QSO,QSO,,,none,2,17681,sv1,dark,774.3990478515625,194.50051879882812,,,,,,,,,,,,,,
39627640579037670,0.9419,1.1655,2.0,GALAXY,QSO,CR,,Not strong lines but potential MgII,2,17681,sv1,dark,748.8207397460938,189.30406188964844,,,,,,,,,,,,,,
39627643707982060,2.1364,2.13815,3.5,QSO,QSO,,,none,2,45006,main,dark,118.61209106445312,62.55543899536133,,,,,,,,,,,,,,
39627643733154122,2.0923,2.086933333333333,4.0,QSO,QSO,R,,none,3,45005,main,dark,72.792724609375,45.324798583984375,,,,,,,,,,,,,,
39627645264069304,2.1357,2.1357,3.333333333333333,QSO,QSO,,,none,3,49106,main,dark,74.618408203125,28.466604232788086,,,,,,,,,,,,,,
39627646560115176,-0.0006,-0.0006,4.0,STAR,STAR,,,none,2,17688,sv1,dark,258.76556396484375,159.19400024414062,,,,,,,,,,,,,,
39627646560115296,0.7102,0.71025,4.0,GALAXY,GALAXY,,,none,2,17688,sv1,dark,263.12615966796875,163.6503143310547,,,,,,,,,,,,,,
39627646560117836,1.4743,1.4736,4.0,QSO,QSO,,,none,2,17688,sv1,dark,284.46136474609375,172.47021484375,,,,,,,,,,,,,,
39627646564304115,0.7424,0.7424,4.0,GALAXY,GALAXY,,,none,2,17682,sv1,dark,509.3088073730469,191.09393310546875,,,,,,,,,,,,,,
39627646564304192,0.8362,0.8362,4.0,GALAXY,GALAXY,,,none,2,17688,sv1,dark,827.3701171875,368.1834411621094,,,,,,,,,,,,,,
39627646564306895,0.7925,0.7925,3.5,GALAXY,GALAXY,,,none,2,17682,sv1,dark,543.6791381835938,202.47740173339844,,,,,,,,,,,,,,
39627646564308820,1.0049,1.0049,3.5,GALAXY,GALAXY,,,none,2,17682,sv1,dark,536.49658203125,200.09982299804688,,,,,,,,,,,,,,
39627646564309906,0.3913,1.4505,3.0,GALAXY,QSO,C,Mg II and C III suggest QSO,Potential QSO with MgII and maybe CIII],2,17682,sv1,dark,1123.3035888671875,406.590576171875,,,,,,,,,,,,,,
39627646564310428,1.7845,1.7846,4.0,QSO,QSO,,,none,2,17682,sv1,dark,522.2864990234375,201.62478637695312,,,,,,,,,,,,,,
39627646564310799,0.7471,0.7472,4.0,GALAXY,QSO,C,possible QSO and LRG superposition,none,2,17682,sv1,dark,544.58056640625,201.99057006835938,10316.697214126589,0,6.003417825776869e-06,35.60124453313767,-5.7194353425331155,861,2.7720307999999996,3.7050078,9.191605000000001,1.6132978999999998,2.1562824000000003,5.349434,0.02402934,80605
39627646564310871,0.8147,0.8147,4.0,QSO,QSO,,possibly two objects in spectrum,none,2,17682,sv1,dark,247.19223022460938,160.00314331054688,,,,,,,,,,,,,,
39627646564310918,0.3907,0.3571,1.0,GALAXY,GALAXY,,,No strong lines,2,17682,sv1,dark,1098.4134521484375,408.43695068359375,,,,,,,,,,,,,,
39627646568499328,2.7798,2.7798,4.0,QSO,QSO,,,none,2,17682,sv1,dark,568.1653442382812,209.20245361328125,,,,,,,,,,,,,,
39627646568500715,2.2991,2.3008,4.0,QSO,QSO,,,none,2,17682,sv1,dark,548.8598022460938,202.94918823242188,,,,,,,,,,,,,,
39627646568500837,2.0163,2.01515,4.0,QSO,QSO,,,none,2,17682,sv1,dark,298.4837646484375,177.01437377929688,,,,,,,,,,,,,,
39627646568502663,1.0696,1.06935,4.0,QSO,QSO,,,none,2,17682,sv1,dark,572.689697265625,210.33497619628906,,,,,,,,,,,,,,
39627646568503195,1.3435,1.3435,0.0,GALAXY,GALAXY,,,none,2,17682,sv1,dark,309.41497802734375,171.73822021484375,9.968775182962418,0,9.042531418503026e-05,35.82778514570519,-5.847332753946911,540,0.44901890000000005,0.5290891,0.6225383000000001,0.14948486,0.17614138,0.20725197,0.023458688,80606
39627646568504253,1.0727,1.07275,4.0,GALAXY,GALAXY,,Mg II suggests QSO,Several strong lines but no clear QSO signatures,2,17682,sv1,dark,535.6263427734375,331.0667419433594,,,,,,,,,,,,,,
39627646568504839,0.3535,0.35355000000000003,4.0,QSO,QSO,,,none,2,17682,sv1,dark,297.2027587890625,181.6673583984375,,,,,,,,,,,,,,
39627646568505112,2.0894,2.0894,4.0,QSO,QSO,,,none,2,17682,sv1,dark,309.7308044433594,183.27737426757812,,,,,,,,,,,,,,
39627646572692104,0.2336,0.2336,4.0,GALAXY,GALAXY,,,none,2,17682,sv1,dark,303.754638671875,178.993408203125,,,,,,,,,,,,,,
39627646572692872,0.4753,0.4732,2.0,GALAXY,GALAXY,,,No strong liens,2,17682,sv1,dark,295.53271484375,183.68580627441406,,,,,,,,,,,,,,
39627646572693168,-0.0007,-0.0005,4.0,GALAXY,STAR,,,Clear identification of a star,2,17682,sv1,dark,300.8415222167969,185.03121948242188,,,,,,,,,,,,,,
39627646572694077,0.1616,1.6396,1.0,GALAXY,GALAXY,,,No strong lines,2,17682,sv1,dark,604.4152221679688,353.4437255859375,,,,,,,,,,,,,,
39627646572694146,0.5923,1.6544,1.0,GALAXY,GALAXY,S,Two objects in spectrum,No clear lines - may even be an M type star as very red: flux goes negative in blue arm,2,17682,sv1,dark,320.2436218261719,189.13809204101562,,,,,,,,,,,,,,
39627646572695254,1.0398,1.2419,1.0,GALAXY,GALAXY,,,No strong lines,2,17682,sv1,dark,324.4187927246094,192.49386596679688,,,,,,,,,,,,,,
39627646572695713,0.8143,0.81435,3.5,GALAXY,GALAXY,,Two objects in spectrum,none,2,17682,sv1,dark,289.7950134277344,176.8658447265625,,,,,,,,,,,,,,
39627646572695870,0.5647,-0.0006,3.0,GALAXY,STAR,,,Looks like a star,2,17682,sv1,dark,288.17791748046875,178.16290283203125,,,,,,,,,,,,,,
39627646572698019,2.2058,2.2059,4.0,QSO,QSO,,,none,2,17682,sv1,dark,455.3633117675781,178.39747619628906,,,,,,,,,,,,,,
